user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
858,6.179650898523001,8.609566768600269,7.552786417654735,5.865038708457586,7.628487624302316,6.191944101453349,15.690248903587317,9.941365110635425,12.944682326530783,8.332092497417621,11.008012759087421,12.931333123459053,5.907227674439592,7.199660111953123,6.240308765748784,3.5675826182837067,13.68946576212205,5.75482235023419,6.345825899065897,5.889494533607183
986,32.26964800669864,41.11355385983398,38.1951664282115,35.65587664523002,33.274402025494936,21.57677488349172,45.8712609876133,40.70538088560446,29.660083502903486,32.56103666598253,28.600415402958934,28.654465243499263,36.71998654778741,34.59734760667055,36.461886352934044,28.009543545269878,41.87954596005391,35.280315405191345,35.57534833235224,30.654710312484
183,45.883117018181906,47.15795461962835,37.98369238720625,40.815035122805014,44.39596520282756,49.32285568131603,44.97331783368135,41.633995375243984,43.03194467261242,31.71160610090192,30.900773368831164,34.58231651366066,34.02626631911819,34.66474806577486,37.96224886602331,50.8697445184223,48.97017546727781,34.41976329649512,34.778201651988766,34.8964157133741
502,12.011751729309973,14.958982670312588,18.138486475650208,4.557334137542129,9.289095315616146,17.869558556715223,13.32409778311052,10.439433593332604,13.301328053067767,17.828074177967842,8.659404906508122,21.440960083801638,17.061643029279626,15.036237685239566,17.75579762191224,13.904548177852048,15.789957108485421,12.813377357437954,9.595817576251068,14.731508050837016
710,36.30369198790572,38.66387032431242,44.74035171645024,39.30608766007296,21.56223767927777,45.56986147275357,33.84726909299224,23.45693273734335,30.433636370455954,35.10670778688324,37.29381899080123,31.71860999047133,28.369930566908423,33.783749484503744,29.221676699795818,35.022899050446476,39.33299735715495,39.70315117767347,32.459509569672406,43.70557633662171
692,41.58582840470661,42.11101408609955,32.09063730809744,45.22663348032936,45.75129007342605,31.71011400280878,40.336566982657835,41.80376704862815,53.884901140920206,55.84319066339489,45.43944035334275,42.68278735600346,38.7372671827025,37.82690800715163,40.62035573452487,40.907522294894264,42.96262279816101,33.42098079052953,45.48816620597048,37.54523979608611
604,41.62291189116615,34.80972408279605,37.566060256637435,41.22568911362036,38.34508626437716,43.17107574268855,38.99326824430292,47.29184830987567,37.21185020720453,31.744413037931864,36.97001184530957,47.13071245991035,31.958998322178203,40.069205779170844,28.741893883653752,33.80701367854786,33.07196304653834,31.916497399420027,28.95328644294368,44.72928211405581
653,27.75984068732189,26.764761277142675,39.06184630918064,31.76575774218234,23.16025633794731,28.356782026960158,37.02915595425226,35.21912426170827,29.79253118678314,26.233465727396588,34.04758097650166,37.25555805455751,28.54950150635676,36.178989331385786,37.80516480206342,23.19432080701128,43.45744093026229,38.36509295146912,30.04520247107553,28.899934964508166
447,27.009398410693283,17.954872642727242,19.393419785900427,16.110128098598953,19.543263655648783,32.950710993524034,23.55925855987405,16.72327859982956,17.73931109648596,26.651229997733612,17.913398690454724,14.363351178041343,24.27210557518678,23.194308092984617,27.33735788607603,17.926500915385837,19.20774376041436,19.751216088944783,15.817727527881525,21.449069789296846
884,15.001083952121999,5.574692922309307,9.791172652280594,15.127136720491968,16.135311947119572,13.582035484940805,17.71851315260596,17.60877664746666,22.060201870738986,20.858390202944467,15.838169785432829,17.735348826641733,27.624661608180222,17.599489667185807,9.5026041016076,23.37938557539456,23.985066119558613,17.22627420260092,22.112613481910927,17.18579752564294
